"rental_id","film_id","film_title","language","category","rental_duration","rental_rate","replacement_cost","rating","actor_names","amount"
11143,743,"Room Roman","English             ","Animation",7,"0.99","27.99","PG","SeanWilliams,WoodyHoffman","0.99"
11144,597,"Moonwalker Fool","English             ","Games",5,"4.99","12.99","G","DarylCrawford,HumphreyGarland,MaryKeitel,RayJohansson,UmaWood,WoodyHoffman,ZeroCage","4.99"
11145,281,"Encino Elf","English             ","Games",6,"0.99","9.99","G","BenWillis,HarveyHope,JamesPitt,KirstenPaltrow,SylvesterDern,ZeroCage","0.99"
11146,545,"Madness Attacks","English             ","Foreign",4,"0.99","14.99","PG-13","FrancesDay-Lewis,FrancesTomei,HumphreyWillis,KirstenAkroyd,MaryKeitel,ScarlettDamon,SusanDavis","1.99"
11147,342,"Fugitive Maguire","English             ","Travel",7,"4.99","28.99","R","AlecWayne,CharlizeDench,CubaOlivier,EmilyDee,GeoffreyHeston,LauraBrody,MaryTandy,MegHawke,OlympiaPfeiffer,RalphCruz,RichardPenn","4.99"
11148,655,"Panther Reds","English             ","Sci-Fi",5,"4.99","22.99","NC-17","BenWillis,GeneHopkins,HarveyHope,SusanDavis,WarrenNolte","5.99"
11149,716,"Reap Unfaithful","English             ","Horror",6,"2.99","26.99","PG-13","AnneCronyn,BurtDukakis,ChristianGable,KarlBerry","5.99"
11150,474,"Jade Bunch","English             ","Sports",6,"2.99","21.99","NC-17","AngelinaAstaire,CameronZellweger,CarmenHunt,DanHarris,EdMansfield,MerylGibson,ReneeBall,ThoraTemple","2.99"
11151,859,"Sugar Wonka","English             ","Animation",3,"4.99","20.99","PG","ChristopherBerry,GinaDegeneres,JadaRyder,JonChase,MatthewJohansson","4.99"
11152,849,"Storm Happiness","English             ","Animation",6,"0.99","28.99","NC-17","CateHarris,ChristopherBerry,GinaDegeneres,GregoryGooding,IanTandy,KennethHoffman,OlympiaPfeiffer,RockDukakis","3.99"
11153,339,"Frogmen Breaking","English             ","Travel",5,"0.99","17.99","R","BenWillis,EllenPresley,LaurenceBullock,MorganMcdormand,RiverDean,RussellTemple","3.99"
11154,152,"Circus Youth","English             ","Children",5,"2.99","13.99","PG-13","BobFawcett,MatthewCarrey","2.99"
11155,436,"Hours Rage","English             ","New",4,"0.99","14.99","NC-17","AlecWayne,BurtPosey,HenryBerry,JaneJackman,KirstenAkroyd,RalphCruz","0.99"
11156,201,"Cyclone Family","English             ","Foreign",7,"2.99","18.99","PG","HelenVoight,JudyDean,RipCrawford","2.99"
11157,290,"Everyone Craft","English             ","Foreign",4,"0.99","29.99","PG","GoldieBrody,JamesPitt,MichelleMcconaughey,MinnieZellweger,WoodyJolie","0.99"
11158,116,"Candidate Perdition","English             ","Classics",4,"2.99","10.99","R","MorganHopkins,SandraKilmer,SidneyCrowe,ThoraTemple","6.99"
11159,1000,"Zorro Ark","English             ","Comedy",3,"4.99","18.99","NC-17","IanTandy,LisaMonroe,NickDegeneres","4.99"
11160,717,"Rear Trading","English             ","Action",6,"0.99","23.99","NC-17","DanTorn,FredCostner,JudeCruise,KennethPesci,LaurenceBullock,LucilleTracy,NatalieHopkins,PenelopeMonroe","0.99"
11161,730,"Ridgemont Submarine","English             ","New",3,"0.99","28.99","PG-13","JohnnyLollobrigida,JuliaFawcett,JulianneDench,MichaelBolger,WhoopiHurt","1.99"
11162,392,"Hall Cassidy","English             ","Children",5,"4.99","13.99","NC-17","CameronWray,GinaDegeneres,JayneSilverstone,JohnnyLollobrigida,RipCrawford","4.99"
11163,418,"Hobbit Alien","English             ","Drama",5,"0.99","27.99","PG-13","DarylCrawford,DustinTautou,ElvisMarx,LauraBrody,ReeseWest,VivienBergen,WalterTorn,WarrenJackman","0.99"
11164,972,"Whisperer Giant","English             ","Sci-Fi",4,"4.99","24.99","PG-13","BelaWalken,JessicaBailey,MillaPeck","8.99"
11165,447,"Ice Crossing","English             ","Games",5,"2.99","28.99","R","ChristopherBerry,EwanGooding,JayneNolte,JudeCruise,MenaTemple,OlympiaPfeiffer","2.99"
11166,139,"Chasing Fight","English             ","Family",7,"4.99","21.99","PG","FayWinslet,JadaRyder,MenaHopper,RussellTemple,TomMiranda","6.99"
11167,31,"Apache Divine","English             ","Family",5,"4.99","16.99","NC-17","AnneCronyn,CubaOlivier,HenryBerry,NickWahlberg","6.99"
11168,103,"Bucket Brotherhood","English             ","Travel",7,"4.99","27.99","PG","BurtTemple,CharlizeDench,GaryPhoenix,KirstenAkroyd,RipCrawford,TimHackman","4.99"
11169,522,"Life Twisted","English             ","Comedy",4,"2.99","9.99","NC-17","ChristianGable,ChristopherWest,DarylWahlberg,GeneMckellen,MatthewCarrey,MinnieZellweger,ReeseWest,UmaWood","3.99"
11170,294,"Expecations Natural","English             ","Travel",5,"4.99","26.99","PG-13","DarylWahlberg,ElvisMarx,LaurenceBullock","5.99"
11171,685,"Platoon Instinct","English             ","New",6,"4.99","10.99","PG-13","EdChase,FrancesTomei,JudeCruise,RussellTemple,WillWilson","4.99"
11172,268,"Early Home","English             ","Animation",6,"4.99","27.99","NC-17","BenWillis,DanTorn,MenaTemple,MorganWilliams,ScarlettDamon,WalterTorn","7.99"
11173,936,"Vanishing Rocky","English             ","Music",3,"2.99","21.99","NC-17","DanHarris,GaryPenn,GeneHopkins,MatthewJohansson,SusanDavis","7.99"
11174,341,"Frost Head","English             ","Classics",5,"0.99","13.99","PG","CarmenHunt,CateHarris,EdChase,FayWinslet,GeneHopkins,LaurenceBullock,RalphCruz","2.99"
11175,17,"Alone Trip","English             ","Music",3,"0.99","14.99","R","ChrisDepp,EdChase,KarlBerry,LaurenceBullock,ReneeBall,SpencerDepp,UmaWood,WoodyJolie","2.99"
11176,317,"Fireball Philadelphia","English             ","Comedy",4,"0.99","25.99","PG","AdamGrant,FrancesTomei,JamesPitt,JudeCruise,ValBolger","3.99"
11177,254,"Driver Annie","English             ","Sports",4,"2.99","11.99","PG-13","CharlizeDench,ChristianAkroyd,FayWinslet,MorganMcdormand,MorganWilliams,ParkerGoldberg,SandraKilmer,UmaWood","6.99"
11178,573,"Microcosmos Paradise","English             ","Children",6,"2.99","22.99","PG-13","EllenPresley,GretaMalden,HelenVoight,JonChase,KevinGarland,MenaTemple","2.99"
11179,956,"Wanda Chamber","English             ","Games",7,"4.99","23.99","PG-13","AdamGrant,BurtDukakis,DanStreep,GeneMckellen,MatthewLeigh,MillaKeitel,SeanWilliams","4.99"
11180,793,"Shrunk Divine","English             ","Action",6,"2.99","14.99","R","MaryTandy,SissySobieski,TomMckellen,WoodyHoffman","5.99"
11181,687,"Pocus Pulp","English             ","Documentary",6,"0.99","15.99","NC-17","GrouchoDunst,JohnnyLollobrigida,RalphCruz,RiverDean,TomMiranda","0.99"
11182,131,"Center Dinosaur","English             ","Classics",5,"4.99","12.99","PG","AlecWayne,EdGuiness,FayWinslet,GeoffreyHeston","4.99"
11183,182,"Control Anthem","English             ","Comedy",7,"4.99","9.99","G","AudreyOlivier,BobFawcett,CharlizeDench","4.99"
11184,191,"Crooked Frogmen","English             ","Children",6,"0.99","27.99","PG-13","AlbertJohansson,CateHarris,ChristianGable,JoeSwank,LaurenceBullock,WilliamHackman","3.99"
11185,270,"Earth Vision","English             ","New",7,"0.99","29.99","NC-17","JayneNolte,KennethTorn,RichardPenn","0.99"
11186,160,"Club Graffiti","English             ","Animation",4,"0.99","12.99","PG-13","DebbieAkroyd,LisaMonroe,MorganWilliams,TomMckellen","0.99"
11187,791,"Show Lord","English             ","Documentary",3,"4.99","24.99","PG-13","KennethPaltrow,KevinGarland","10.99"
11188,302,"Fantasia Park","English             ","Games",5,"2.99","29.99","G","GrouchoWilliams,HarrisonBale,WarrenNolte","3.99"
11189,159,"Closer Bang","English             ","Comedy",5,"4.99","12.99","R","EdGuiness,GretaMalden,JodieDegeneres,JuliaFawcett,KirstenPaltrow,RussellTemple","6.99"
11190,205,"Dances None","English             ","Action",3,"0.99","22.99","NC-17","MaeHoffman,MatthewJohansson,RipWinslet,WalterTorn,ZeroCage","0.99"
11191,244,"Dorado Notting","English             ","Music",5,"4.99","26.99","NC-17","AudreyOlivier,FayWood,GeneWillis,JessicaBailey","7.99"
11192,435,"Hotel Happiness","English             ","Foreign",6,"4.99","28.99","PG-13","ReneeBall,RipWinslet,SandraKilmer,SusanDavis","4.99"
11193,486,"Jet Neighbors","English             ","Foreign",7,"4.99","14.99","R","FayKilmer,GeneWillis,GregChaplin,HumphreyGarland,MerylAllen,MinnieKilmer","4.99"
11194,599,"Mother Oleander","English             ","Sports",3,"0.99","20.99","R","AngelaWitherspoon,FrancesDay-Lewis,GrouchoSinatra,SpencerPeck,WhoopiHurt","5.99"
11195,951,"Voyage Legally","English             ","Classics",6,"0.99","28.99","PG-13","AngelaHudson,CarmenHunt,JayneNeeson,MaryTandy,MegHawke","0.99"
11196,580,"Mine Titans","English             ","New",3,"4.99","12.99","PG-13","HumphreyGarland,NickDegeneres","9.99"
11197,667,"Peach Innocent","English             ","Sports",3,"2.99","20.99","PG-13","BurtPosey,GaryPenn,GrouchoWilliams,MillaPeck,TimHackman","2.99"
11198,638,"Operation Operation","English             ","Comedy",7,"2.99","23.99","G","AdamGrant,ChristianAkroyd,GregoryGooding","3.99"
11199,856,"Streetcar Intentions","English             ","Horror",5,"4.99","11.99","R","ChristianAkroyd,EllenPresley,LaurenceBullock,MichelleMcconaughey,RussellBacall,SandraKilmer,VivienBergen","7.99"
11200,599,"Mother Oleander","English             ","Sports",3,"0.99","20.99","R","AngelaWitherspoon,FrancesDay-Lewis,GrouchoSinatra,SpencerPeck,WhoopiHurt","2.99"
11201,329,"Forrest Sons","English             ","Action",4,"2.99","15.99","R","DarylWahlberg,EdChase,MaryKeitel,RipCrawford,WalterTorn","7.99"
11202,791,"Show Lord","English             ","Documentary",3,"4.99","24.99","PG-13","KennethPaltrow,KevinGarland","7.99"
11203,986,"Wonka Sea","English             ","Animation",6,"2.99","24.99","NC-17","HenryBerry,JuliaMcqueen","4.99"
11204,783,"Shane Darkness","English             ","Travel",5,"2.99","22.99","PG","CubaOlivier,HenryBerry,ReneeTracy","2.99"
11205,941,"Videotape Arsenic","English             ","Games",4,"4.99","10.99","NC-17","ChristopherBerry,IanTandy,RalphCruz,RussellClose,SusanDavis","4.99"
11206,897,"Torque Bound","English             ","Drama",3,"4.99","27.99","G","AdamHopper,GeneHopkins,KennethHoffman,NatalieHopkins,UmaWood","6.99"
11207,976,"Wind Phantom","English             ","Games",6,"0.99","12.99","R","CharlizeDench,EdGuiness,ReneeBall","0.99"
11208,997,"Youth Kick","English             ","Music",4,"0.99","14.99","NC-17","IanTandy,MaryKeitel,SandraKilmer,ScarlettBening,ValBolger","0.99"
11209,707,"Quest Mussolini","English             ","Action",5,"2.99","29.99","R","GaryPenn,JayneNeeson,JudeCruise,JudyDean,ReneeTracy","2.99"
11210,92,"Bowfinger Gables","English             ","Horror",7,"4.99","19.99","NC-17","CarmenHunt,KarlBerry,MichelleMcconaughey,MinnieZellweger,WillWilson","4.99"
11211,376,"Grapes Fury","English             ","Foreign",4,"0.99","20.99","G","BurtTemple,CarmenHunt,HenryBerry,LucilleDee,MaryTandy","0.99"
11212,873,"Sweethearts Suspects","English             ","Children",3,"0.99","13.99","G","BenWillis,HelenVoight,JayneNolte,JoeSwank,JuliaMcqueen","0.99"
11213,226,"Destiny Saturday","English             ","New",4,"4.99","20.99","G","AlecWayne,DanHarris,EmilyDee,KevinBloom,MaryTandy,NickWahlberg,SandraKilmer","4.99"
11214,597,"Moonwalker Fool","English             ","Games",5,"4.99","12.99","G","DarylCrawford,HumphreyGarland,MaryKeitel,RayJohansson,UmaWood,WoodyHoffman,ZeroCage","8.99"
11215,84,"Boiled Dares","English             ","Travel",7,"4.99","13.99","PG","DanTorn,GregoryGooding,JimMostel,JuliaFawcett,MorganHopkins,NickStallone,PenelopePinkett,TimHackman","4.99"
11216,246,"Doubtfire Labyrinth","English             ","Foreign",5,"4.99","16.99","R","HarrisonBale,JulianneDench,KennethHoffman,ReneeTracy,ScarlettBening","4.99"
11217,267,"Eagles Panky","English             ","New",4,"4.99","14.99","NC-17","ChrisDepp,FrancesDay-Lewis,FredCostner,JudeCruise,MaeHoffman,ScarlettDamon","7.99"
11218,249,"Dracula Crystal","English             ","Classics",7,"0.99","26.99","G","BenWillis,CameronWray,CarmenHunt,DarylCrawford,GregChaplin,IanTandy,JodieDegeneres,MichelleMcconaughey,MorganHopkins,MorganWilliams,NickWahlberg,ReeseWest,SeanWilliams","1.99"
11219,634,"Odds Boogie","English             ","Family",6,"0.99","14.99","NC-17","ChrisBridges,ElvisMarx,GeoffreyHeston,KennethHoffman,MaeHoffman","0.99"
11220,827,"Spice Sorority","English             ","Drama",5,"4.99","22.99","NC-17","EdChase,FayKilmer,GeneMckellen,GregoryGooding,JonChase,KirkJovovich,MichaelBening,MorganMcdormand,ScarlettDamon,TomMckellen,WoodyHoffman","4.99"
11221,368,"Gone Trouble","English             ","Drama",7,"2.99","20.99","R","ChrisDepp,EmilyDee,GrouchoWilliams,RichardPenn,SissySobieski","2.99"
11222,387,"Gun Bonnie","English             ","Games",7,"0.99","27.99","G","BurtDukakis,GrouchoSinatra,IanTandy,MatthewCarrey,WillWilson","2.99"
11223,434,"Horror Reign","English             ","Travel",3,"0.99","25.99","R","ChristopherWest,JoeSwank,KennethHoffman,MaryTandy,NickStallone","2.99"
11224,858,"Submarine Bed","English             ","Comedy",5,"4.99","21.99","R","ChristianAkroyd,GregoryGooding,GrouchoDunst,JenniferDavis,MaryKeitel,PenelopePinkett,RalphCruz,ScarlettBening,SeanGuiness,SidneyCrowe,WarrenJackman","4.99"
11225,814,"Snatch Slipper","English             ","Comedy",6,"4.99","15.99","PG","CateMcqueen,RitaReynolds,ScarlettBening","4.99"
11226,16,"Alley Evolution","English             ","Foreign",6,"2.99","23.99","NC-17","AlbertJohansson,GregoryGooding,JohnSuvari,JudeCruise,KarlBerry","2.99"
11227,244,"Dorado Notting","English             ","Music",5,"4.99","26.99","NC-17","AudreyOlivier,FayWood,GeneWillis,JessicaBailey","8.99"
11228,561,"Mask Peach","English             ","New",6,"2.99","26.99","NC-17","DanTorn,GaryPenn,JeffSilverstone,LauraBrody,LucilleDee,MegHawke,NickWahlberg,ReneeBall,SidneyCrowe,WarrenNolte,WoodyJolie","2.99"
11229,209,"Darkness War","English             ","Drama",6,"2.99","24.99","NC-17","GeneWillis,GinaDegeneres","5.99"
11230,320,"Flamingos Connecticut","English             ","New",4,"4.99","28.99","PG-13","AlbertJohansson,FayKilmer,GeneWillis,GoldieBrody,JaneJackman,JonChase,KennethTorn,RitaReynolds,TomMiranda","4.99"
11231,244,"Dorado Notting","English             ","Music",5,"4.99","26.99","NC-17","AudreyOlivier,FayWood,GeneWillis,JessicaBailey","4.99"
11232,216,"Day Unfaithful","English             ","New",3,"4.99","16.99","G","AngelaWitherspoon,GregChaplin,JuliaFawcett,KarlBerry,MinnieZellweger","9.99"
11233,480,"Jeepers Wedding","English             ","Classics",3,"2.99","29.99","R","ChristianGable,ChristopherBerry,EdChase,JulianneDench,MinnieKilmer,WoodyJolie","5.99"
11234,228,"Detective Vision","English             ","Classics",4,"0.99","16.99","PG-13","AngelaWitherspoon,JuliaZellweger,KennethTorn","0.99"
11235,549,"Magnolia Forrester","English             ","Action",4,"0.99","28.99","PG-13","AudreyBailey,ChristianAkroyd,GretaKeitel,GrouchoSinatra,LauraBrody,OlympiaPfeiffer,SandraKilmer","0.99"
11236,30,"Anything Savannah","English             ","Horror",4,"2.99","27.99","R","ChristopherWest,JoeSwank,LisaMonroe","5.99"
11237,586,"Mockingbird Hollywood","English             ","Action",4,"0.99","27.99","PG","AdamHopper,JuliaMcqueen,SeanGuiness","0.99"
11238,594,"Montezuma Command","English             ","Action",6,"0.99","22.99","NC-17","CubaOlivier,RichardPenn","0.99"
11239,43,"Atlantis Cause","English             ","Family",6,"2.99","15.99","G","AudreyOlivier,CateHarris,ChrisDepp,CubaBirch,FrancesTomei,GretaKeitel,HarveyHope,JulianneDench,WoodyHoffman","2.99"
11240,468,"Invasion Cyclone","English             ","Children",5,"2.99","12.99","PG","EdGuiness,EmilyDee,FrancesTomei,JayneNolte,ReneeTracy,ScarlettBening,WoodyJolie","2.99"
11241,798,"Silverado Goldfinger","English             ","Sci-Fi",4,"4.99","11.99","PG","AlGarland,JaneJackman,JenniferDavis,KirstenPaltrow,TomMiranda","9.99"
11242,232,"Dirty Ace","English             ","Games",7,"2.99","29.99","NC-17","GeoffreyHeston,MerylAllen,RiverDean,ScarlettDamon,VivienBergen","3.99"
11243,553,"Maker Gables","English             ","Children",4,"0.99","12.99","PG-13","ChristianAkroyd,CubaAllen,CubaOlivier,KevinGarland,KirstenAkroyd,LucilleDee,MaryTandy,MegHawke,RalphCruz,RitaReynolds,ValBolger","5.99"
11244,750,"Run Pacific","English             ","New",3,"0.99","25.99","R","BobFawcett,DanHarris,GaryPhoenix,MaeHoffman,SidneyCrowe,WoodyJolie","5.99"
11245,572,"Metropolis Coma","English             ","Sci-Fi",4,"2.99","9.99","PG-13","CubaAllen,DustinTautou,GeneWillis,JimMostel,RayJohansson,ValBolger","2.99"
11246,782,"Shakespeare Saddle","English             ","Sports",6,"2.99","26.99","PG-13","ChrisBridges,ChristianGable,JamesPitt,RussellTemple,SandraKilmer,WarrenJackman","2.99"
11247,363,"Go Purple","English             ","Music",3,"0.99","12.99","R","GeneMckellen,SalmaNolte,SeanGuiness","1.99"
11248,899,"Towers Hurricane","English             ","Classics",7,"0.99","14.99","NC-17","AdamHopper,CateMcqueen,CubaBirch,RussellTemple","0.99"
11249,745,"Roses Treasure","English             ","Sports",5,"4.99","23.99","PG-13","BurtTemple,CubaOlivier,HumphreyGarland,MaryKeitel,MorganWilliams","4.99"
11250,481,"Jekyll Frogmen","English             ","New",4,"2.99","22.99","PG","DanStreep,JadaRyder,NickWahlberg","6.99"
11251,471,"Island Exorcist","English             ","Classics",7,"2.99","23.99","NC-17","AngelaHudson,DarylCrawford,RayJohansson","2.99"
11252,526,"Lock Rear","English             ","Travel",7,"2.99","10.99","R","HarveyHope,WalterTorn","2.99"
11253,637,"Open African","English             ","Sci-Fi",7,"4.99","16.99","PG","AdamHopper,GinaDegeneres,GraceMostel,JudeCruise,JuliaMcqueen,JuliaZellweger,MillaKeitel,SissySobieski,VivienBasinger","4.99"
11254,11,"Alamo Videotape","English             ","Foreign",6,"0.99","16.99","G","JohnnyCage,MichaelBening,ScarlettDamon,SeanGuiness","0.99"
11255,745,"Roses Treasure","English             ","Sports",5,"4.99","23.99","PG-13","BurtTemple,CubaOlivier,HumphreyGarland,MaryKeitel,MorganWilliams","4.99"
11256,447,"Ice Crossing","English             ","Games",5,"2.99","28.99","R","ChristopherBerry,EwanGooding,JayneNolte,JudeCruise,MenaTemple,OlympiaPfeiffer","2.99"
11257,21,"American Circus","English             ","Action",3,"4.99","17.99","R","FrancesTomei,KevinBloom,RipCrawford,SidneyCrowe,WarrenJackman","10.99"
11258,346,"Galaxy Sweethearts","English             ","Classics",4,"4.99","13.99","R","DebbieAkroyd,ThoraTemple,UmaWood","4.99"
11259,199,"Cupboard Sinners","English             ","Documentary",4,"2.99","29.99","R","CameronStreep,ChristianAkroyd,FrancesTomei,HelenVoight,JadaRyder,MatthewLeigh,SpencerPeck,TimHackman","3.99"
11260,875,"Talented Homicide","English             ","Sports",6,"0.99","9.99","PG","BurtDukakis,JadaRyder,JaneJackman,MinnieZellweger,NickStallone","0.99"
11261,6,"Agent Truman","English             ","Foreign",3,"2.99","17.99","PG","JayneNeeson,KennethHoffman,KirstenPaltrow,MorganWilliams,ReeseWest,SandraKilmer,WarrenNolte","7.99"
11262,15,"Alien Center","English             ","Foreign",5,"2.99","10.99","NC-17","BurtDukakis,HumphreyWillis,KennethPaltrow,MenaHopper,ReneeTracy,SidneyCrowe","2.99"
11263,265,"Dying Maker","English             ","Comedy",5,"4.99","28.99","PG","GrouchoSinatra,MichaelBolger","4.99"
11264,749,"Rules Human","English             ","Horror",6,"4.99","19.99","R","CaryMcconaughey,DustinTautou,HarveyHope,KevinGarland,PenelopeGuiness","6.99"
11265,846,"Sting Personal","English             ","New",3,"4.99","9.99","NC-17","AudreyOlivier,BenHarris,GeneWillis,GraceMostel,HarrisonBale,KevinGarland,SpencerDepp","10.99"
11266,865,"Sunrise League","English             ","Animation",3,"4.99","19.99","PG-13","JoeSwank,JohnnyLollobrigida,RussellBacall,SeanWilliams,TomMiranda","4.99"
11267,444,"Hustler Party","English             ","Comedy",3,"4.99","22.99","NC-17","AlecWayne,AngelinaAstaire,ChristopherWest,MinnieKilmer","9.99"
11268,722,"Reef Salute","English             ","Horror",5,"0.99","26.99","NC-17","JoeSwank,KennethPaltrow,MichaelBening,PenelopeMonroe","0.99"
11269,524,"Lion Uncut","English             ","Comedy",6,"0.99","13.99","PG","BelaWalken,PenelopePinkett,UmaWood","0.99"
11270,410,"Heaven Freedom","English             ","Comedy",7,"2.99","19.99","PG","AdamHopper,AlbertJohansson,BurtDukakis,CharlizeDench,FayWinslet,GregoryGooding,KirkJovovich,MorganWilliams,OprahKilmer,RichardPenn","2.99"
11271,941,"Videotape Arsenic","English             ","Games",4,"4.99","10.99","NC-17","ChristopherBerry,IanTandy,RalphCruz,RussellClose,SusanDavis","5.99"
11272,894,"Tomatoes Hellfighters","English             ","Travel",6,"0.99","23.99","PG","AngelaWitherspoon,CameronZellweger,GrouchoDunst,JodieDegeneres,KennethHoffman,PenelopeMonroe,RichardPenn,VivienBasinger,WarrenNolte","0.99"
11273,743,"Room Roman","English             ","Animation",7,"0.99","27.99","PG","SeanWilliams,WoodyHoffman","0.99"
11274,277,"Elephant Trojan","English             ","Horror",4,"4.99","24.99","PG-13","CameronStreep,GinaDegeneres,HarrisonBale,PenelopeGuiness,ValBolger","9.99"
11275,623,"Newton Labyrinth","English             ","Foreign",4,"0.99","9.99","PG","AlbertNolte,AudreyBailey,GregChaplin,SeanWilliams","1.99"
11276,919,"Tycoon Gathering","English             ","Games",3,"4.99","17.99","G","BelaWalken,CameronZellweger,MichaelBolger,MinnieKilmer,SpencerDepp,VivienBergen","4.99"
11277,445,"Hyde Doctor","English             ","Classics",5,"2.99","11.99","G","BurtPosey,CubaOlivier,EllenPresley,GinaDegeneres,JayneNeeson,LucilleTracy","2.99"
11278,214,"Daughter Madigan","English             ","Children",3,"4.99","13.99","PG-13","EdMansfield,JohnSuvari,LucilleDee,MillaPeck","6.99"
11279,31,"Apache Divine","English             ","Family",5,"4.99","16.99","NC-17","AnneCronyn,CubaOlivier,HenryBerry,NickWahlberg","7.99"
11280,402,"Harper Dying","English             ","Animation",3,"0.99","15.99","G","AlbertJohansson,FayWinslet,KennethTorn,KimAllen","3.99"
11281,478,"Jaws Harry","English             ","Comedy",4,"2.99","10.99","G","GretaKeitel,HelenVoight,LucilleTracy,MinnieZellweger,ParkerGoldberg","3.99"
11282,396,"Hanging Deep","English             ","Drama",5,"4.99","18.99","G","AngelaWitherspoon,JohnnyCage,KennethPaltrow,MatthewJohansson,MerylGibson,RipWinslet,RockDukakis","4.99"
11283,70,"Bikini Borrowers","English             ","Animation",7,"4.99","26.99","NC-17","BetteNicholson,PenelopeCronyn","4.99"
11284,37,"Arizona Bang","English             ","Classics",3,"2.99","28.99","PG","GretaKeitel,KarlBerry,RayJohansson,RussellBacall","2.99"
11285,843,"Steel Santa","English             ","Classics",4,"4.99","15.99","NC-17","JamesPitt,MaryKeitel,UmaWood","9.99"
11286,292,"Excitement Eve","English             ","Action",3,"0.99","20.99","G","GinaDegeneres,GraceMostel,KennethPaltrow,MorganHopkins,PenelopePinkett,SandraPeck,SusanDavis,VivienBergen","5.99"
11287,206,"Dancing Fever","English             ","Documentary",6,"0.99","25.99","G","JaneJackman,JayneNolte,KennethTorn,LauraBrody,MatthewLeigh,RockDukakis","1.99"
11288,323,"Flight Lies","English             ","Sports",7,"4.99","22.99","R","","6.99"
11289,629,"Notorious Reunion","English             ","Documentary",7,"0.99","9.99","NC-17","JayneNolte,KimAllen","2.99"
11290,93,"Brannigan Sunrise","English             ","New",4,"4.99","27.99","PG","KennethHoffman,RipCrawford","7.99"
11291,109,"Butterfly Chocolat","English             ","New",3,"0.99","17.99","G","BurtTemple,EdGuiness,KimAllen,LisaMonroe,MaryKeitel,MenaTemple,NickStallone","6.99"
11292,47,"Baby Hall","English             ","Foreign",5,"4.99","23.99","NC-17","CharlizeDench,DarylWahlberg,KevinGarland,MatthewJohansson,MinnieKilmer,NickWahlberg,RiverDean,VivienBasinger","4.99"
11293,331,"Forward Temple","English             ","Games",6,"2.99","25.99","NC-17","GregChaplin,RipWinslet,SeanWilliams","5.99"
11294,188,"Crazy Home","English             ","Comedy",7,"2.99","24.99","PG","AlanDreyfuss,AlbertNolte,CateHarris,GeneMckellen,HarveyHope,MegHawke,MorganMcdormand,RussellBacall,RussellTemple,SissySobieski,VivienBasinger,WillWilson,WoodyJolie","2.99"
11295,93,"Brannigan Sunrise","English             ","New",4,"4.99","27.99","PG","KennethHoffman,RipCrawford","8.99"
11296,55,"Barbarella Streetcar","English             ","Sci-Fi",6,"2.99","27.99","G","AlanDreyfuss,CubaAllen,GeneMckellen,MaryTandy,NickDegeneres","5.99"
11297,555,"Mallrats United","English             ","Comedy",4,"0.99","25.99","PG","CameronZellweger,MaryKeitel,NickWahlberg,ValBolger,VivienBasinger","5.99"
11298,363,"Go Purple","English             ","Music",3,"0.99","12.99","R","GeneMckellen,SalmaNolte,SeanGuiness","1.99"
11299,709,"Racer Egg","English             ","Drama",7,"2.99","19.99","NC-17","AngelinaAstaire,AnneCronyn,BurtTemple,FayKilmer,RalphCruz,ZeroCage","3.99"
11300,665,"Patton Interview","English             ","Horror",4,"2.99","22.99","PG","CateMcqueen,GeoffreyHeston,HenryBerry,JohnnyLollobrigida,MichaelBolger,RipWinslet,SeanWilliams,TomMiranda,WhoopiHurt","7.99"
11301,147,"Chocolat Harry","English             ","Family",5,"0.99","16.99","NC-17","JaneJackman,JoeSwank,KirkJovovich,ReeseWest,RipCrawford","0.99"
11302,417,"Hills Neighbors","English             ","Action",5,"0.99","29.99","G","ChristianAkroyd,DanHarris,JonChase,NatalieHopkins,ReneeBall,VivienBergen","2.99"
11303,395,"Handicap Boondock","English             ","Action",4,"0.99","28.99","R","AlbertNolte,AlGarland,CateHarris,GaryPhoenix,MaryKeitel,ReneeTracy,ZeroCage","0.99"
11304,569,"Menagerie Rushmore","English             ","Animation",7,"2.99","18.99","G","BurtDukakis,RayJohansson","2.99"
11305,369,"Goodfellas Salute","English             ","Sci-Fi",4,"4.99","22.99","PG","BenWillis,ElvisMarx,FrancesTomei,GinaDegeneres,JohnnyLollobrigida,NickWahlberg,ReeseWest,SusanDavis","6.99"
11306,3,"Adaptation Holes","English             ","Documentary",7,"2.99","18.99","NC-17","BobFawcett,CameronStreep,JulianneDench,NickWahlberg,RayJohansson","2.99"
11307,326,"Flying Hook","English             ","Animation",6,"2.99","18.99","NC-17","CateMcqueen,CubaOlivier,GretaKeitel,GretaMalden,JohnnyCage,KennethHoffman,NickDegeneres,WalterTorn","2.99"
11308,153,"Citizen Shrek","English             ","Sci-Fi",7,"0.99","18.99","G","BenHarris,CaryMcconaughey,GaryPhoenix,IanTandy,JudeCruise,KennethTorn,KevinBloom,RussellTemple","0.99"
11309,132,"Chainsaw Uptown","English             ","Sci-Fi",6,"0.99","25.99","PG","GeneHopkins,NickWahlberg","1.99"
11310,787,"Shining Roses","English             ","Travel",4,"0.99","12.99","G","CateHarris,HumphreyGarland,JuliaBarrymore,SusanDavis,WoodyJolie","1.99"
